,enterprise_id,year_id,years,market_cap,enterprise_value,month_end_stock_price,net_cash_per_share,net_current_asset_value,net-net_working_capital,intrinsic_value:_projected_fcf,median_ps_value,peter_lynch_fair_value,graham_number,earnings_power_value_(epv),altman_z-score,piotroski_f-score,beneish_m-score,scaled_net_operating_assets,sloan_ratio_%,current_ratio,quick_ratio,cash_ratio,interest_coverage,highest_stock_price,lowest_stock_price,shares_buyback_ratio_%,buyback_yield_%,yoy_rev._per_sh._growth,yoy_eps_growth,yoy_ebitda_growth_(%),5-year_ebitda_growth_rate_(per_share),shares_outstanding_(basic_average),shares_outstanding_(eop),beta,number_of_shareholders,number_of_employees,forex_rate
2026,78,23,2023,49595.768,57587.768,24.73,-10.2,-7.74,-9.16,0.0,0.0,0.0,0.0,-26.76,-0.07,4.0,-2.39,0.395,-25.37,1.04,1.04,0.49,0.0,44.42,20.46,-2.88,-0.51,75.27,-1503.45,-2208.95,0.0,1972.131,2005.49,1.13,1457,32800,1.0
2027,79,94,1994,29664.384,32420.727,9.83,-5.04,-1.5,-3.2,0.66,0.0,0.0,5.34,-0.32,6.64,5.0,-2.53,0.433,9.07,1.24,0.76,0.16,6.25,10.14,7.81,-0.13,-0.19,18.99,6.14,6.72,3.91,3017.736,3017.74,0.75,0,294000,0.947
2028,79,95,1995,27221.012,30114.091,9.01,-5.1,-1.44,-3.19,0.69,0.0,0.0,5.93,-0.01,6.45,5.0,-2.55,0.417,9.36,1.37,0.84,0.21,7.27,10.31,8.11,-0.11,1.24,2.27,15.7,11.95,3.72,3021.197,3021.2,1.29,0,304000,0.947
2029,79,96,1996,31604.876,34603.06,10.45,-5.15,-1.41,-3.25,0.77,0.0,0.0,5.64,0.4,6.97,5.0,-2.66,0.41,6.91,1.4,0.83,0.2,7.0,10.45,8.84,-0.11,-0.07,0.32,-11.14,-4.53,2.58,3024.392,3024.39,1.5,0,308000,0.947
2030,79,97,1997,36447.153,39536.131,12.05,-5.46,-1.43,-3.45,1.07,0.0,1.33,6.48,0.95,7.23,6.0,-2.54,0.426,9.3,1.43,0.88,0.24,7.0,12.05,9.04,-0.01,-0.06,21.43,24.92,26.76,6.16,3024.658,3024.66,1.22,0,306000,0.947
2031,79,98,1998,50966.75,46550.127,17.06,-3.39,0.04,-2.61,1.36,9.3,0.0,12.28,1.53,8.85,5.0,6.62,0.271,-11.27,1.91,1.43,0.9,6.62,17.15,11.08,1.23,-0.09,-18.92,93.82,-44.2,-0.59,3347.571,2987.5,0.48,0,287000,0.947
2032,79,99,1999,48756.75,43117.22,25.0,-8.27,-2.08,-6.99,1.17,10.01,0.0,7.21,1.66,5.84,5.0,-2.88,-0.021,2.17,1.22,0.95,0.58,12.01,25.52,15.64,34.72,-0.04,-9.82,-40.31,22.99,-3.65,3605.968,1950.27,0.55,0,267000,0.947
2033,79,0,2000,31631.881,31657.889,16.81,-7.87,-1.06,-4.87,3.21,39.67,0.0,8.72,5.82,3.68,5.0,-1.51,0.242,7.1,1.51,1.08,0.45,10.25,25.94,14.86,3.51,-0.02,15.91,2.11,53.43,-0.4,3135.548,1881.73,0.15,0,255000,0.989
2034,79,1,2001,66874.176,79470.762,19.2,-11.92,-8.22,-11.22,4.34,41.27,0.0,0.0,1.84,1.86,6.0,10.51,0.707,39.61,0.62,0.43,0.12,5.99,19.34,12.12,-85.1,0.04,3.99,-65.25,-20.41,1.71,2967.66,3483.03,0.06,0,261000,1.113
2035,79,2,2002,64366.394,72959.977,18.48,-11.12,-7.92,-10.44,4.78,44.31,5.04,0.0,4.6,2.24,7.0,-2.76,0.29,-9.2,0.64,0.41,0.1,3.56,19.66,15.47,0.0,0.0,8.19,67.71,52.23,9.25,2948.535,3483.03,-0.08,0,279000,1.122
2036,79,3,2003,74014.388,92098.475,21.25,-10.33,-6.64,-8.8,6.93,46.13,12.38,0.0,5.82,2.54,8.0,-3.63,0.507,-6.02,0.79,0.57,0.17,,21.91,16.59,0.0,-0.01,6.21,-32.34,39.17,23.47,2930.22,3483.03,0.12,0,258000,0.981
2037,79,4,2004,72760.497,88875.497,20.89,-10.12,-6.62,-8.5,10.87,43.5,24.39,0.0,11.82,2.7,7.0,-2.68,0.51,-2.81,0.78,0.54,0.2,,21.94,17.47,0.0,0.01,7.34,209.94,8.1,20.17,2906.73,3483.03,0.17,0,240000,0.813
2038,79,5,2005,75935.704,89249.541,21.96,-10.46,-7.45,-8.58,11.73,22.57,15.61,0.0,16.81,2.71,5.0,-2.8,0.491,-7.25,0.74,0.47,0.18,5.58,24.18,18.23,0.72,0.59,-6.15,8.73,-23.31,8.84,2890.2,3457.91,0.11,0,227000,0.746
2039,79,6,2006,73552.319,86528.594,22.29,-10.52,-7.19,-9.79,10.75,20.41,0.0,0.0,18.69,2.85,8.0,-2.33,0.464,-2.79,0.72,0.46,0.12,7.36,23.67,20.34,4.57,2.06,-7.79,21.56,-7.19,3.18,2913.0,3299.79,0.78,0,212000,0.843
2040,79,7,2007,80397.296,90919.093,27.82,-11.21,-7.47,-10.35,17.69,23.5,0.0,0.0,25.66,3.34,6.0,-2.49,0.541,-2.48,0.68,0.41,0.09,9.17,27.95,20.66,12.42,-0.16,16.29,42.55,11.35,-5.84,2883.3,2889.91,1.35,0,189000,0.757
2041,79,8,2008,108294.228,121369.92,37.42,-11.98,-7.54,-9.88,18.69,25.98,0.0,0.0,25.94,3.89,4.0,-2.53,0.635,1.7,0.73,0.45,0.08,9.54,37.95,25.8,-0.14,1.42,11.57,-9.79,14.76,-6.36,2874.6,2894.02,0.3,0,175000,0.687
2042,79,9,2009,65025.515,76425.515,23.02,-11.0,-7.19,-8.7,14.84,24.87,11.34,0.0,21.01,3.49,6.0,-2.06,0.458,-0.72,0.81,0.53,0.23,14.16,37.94,20.48,2.39,2.91,-4.12,22.6,22.99,5.12,2809.6,2824.74,0.79,0,174000,0.74
2043,79,10,2010,90365.682,87397.752,31.9,-11.55,-7.28,-9.74,19.95,25.98,18.4,0.0,28.81,3.73,7.0,-2.75,0.299,-3.08,0.93,0.62,0.22,10.2,32.19,17.04,-0.28,-0.17,6.59,-27.03,-19.34,10.9,2796.3,2832.78,0.8,0,168000,0.686
2044,79,11,2011,88212.734,98471.993,30.88,-11.44,-6.55,-9.56,24.01,27.99,20.81,0.0,25.04,3.75,5.0,-2.63,0.545,-0.2,0.92,0.6,0.15,13.28,32.31,25.8,-0.84,0.19,0.33,13.19,6.85,10.68,2812.3,2856.63,0.85,0,165000,0.756
2045,79,12,2012,94538.467,102066.098,33.52,-14.24,-8.83,-12.15,23.01,30.23,16.41,0.0,26.39,3.27,4.0,-2.5,0.484,6.88,0.8,0.54,0.15,12.25,34.3,28.65,1.27,-0.04,4.32,-0.52,1.99,8.58,2815.9,2820.36,0.78,0,171000,0.76
2046,79,13,2013,110608.714,122699.265,38.72,-13.52,-8.57,-11.54,24.58,35.04,0.0,0.0,26.63,3.81,5.0,-2.75,0.517,-3.71,0.77,0.49,0.09,13.14,39.37,31.04,-1.29,-0.06,9.87,2.5,5.18,3.87,2828.8,2856.63,0.71,0,172,0.762
2047,79,14,2014,117480.976,130701.524,41.2,-14.16,-9.15,-12.19,23.27,36.02,0.0,0.0,24.29,3.79,6.0,-2.55,0.542,-0.64,0.7,0.47,0.1,14.98,43.54,37.67,0.18,-0.03,1.0,15.49,10.47,0.17,2838.1,2851.48,0.58,0,174000,0.73
2048,79,15,2015,115593.474,128777.198,40.48,-14.06,-9.51,-12.25,20.52,31.93,10.95,0.0,23.66,3.68,5.0,-2.49,0.481,-0.06,0.63,0.42,0.09,16.36,45.85,37.85,-0.14,0.5,-11.19,-2.95,-0.34,5.04,2840.5,2855.57,0.94,0,173000,0.811
2049,79,16,2016,123177.886,136926.252,43.12,-13.3,-9.22,-11.64,20.98,32.65,0.0,0.0,21.97,3.85,7.0,-2.8,0.516,2.14,0.63,0.42,0.1,13.49,46.07,39.03,-0.04,0.24,-1.91,-15.09,-14.75,2.17,2840.1,2856.63,0.99,0,171000,0.918
2050,79,17,2017,116264.841,131875.6,40.7,-14.0,-9.67,-12.29,18.68,33.07,0.0,0.0,19.02,3.53,8.0,-2.45,0.577,2.35,0.68,0.47,0.11,13.57,48.63,38.78,0.0,0.23,-4.13,2.45,0.75,3.37,2840.2,2856.63,0.81,0,169000,0.948
2051,79,18,2018,152443.991,177172.985,55.34,-18.46,-12.75,-16.5,21.3,38.97,14.88,0.0,21.1,3.55,6.0,-2.57,0.686,7.7,0.73,0.56,0.16,15.51,59.92,40.51,3.57,4.05,15.94,32.5,22.81,5.63,2801.6,2754.68,0.77,0,165000,0.845
2052,79,19,2019,137378.313,163539.86,52.25,-19.82,-14.81,-17.48,24.61,39.76,35.77,0.0,21.9,3.52,6.0,-2.1,0.548,-4.24,0.77,0.55,0.19,12.91,57.74,50.97,4.55,5.2,-4.72,55.62,49.83,13.32,2683.3,2629.25,0.54,0,155000,0.879
2053,79,20,2020,149604.171,175633.059,57.17,-19.76,-14.94,-17.31,28.17,43.67,34.72,0.0,25.53,3.15,7.0,-2.66,0.585,-0.38,0.78,0.58,0.24,13.0,64.83,51.6,0.47,0.15,2.16,-39.93,-27.78,12.22,2616.5,2616.83,0.34,0,150000,0.9
2054,79,21,2021,158617.63,186426.632,60.36,-21.34,-16.78,-19.11,33.71,53.69,32.15,0.0,30.65,3.09,7.0,-2.86,0.644,-2.95,0.78,0.57,0.31,13.31,63.44,44.62,-0.42,0.0,6.72,8.45,6.24,10.42,2620.3,2627.86,0.42,0,149000,0.822
2055,79,22,2022,138039.663,169070.172,53.79,-23.4,-17.87,-21.18,33.76,54.0,0.0,0.0,29.09,3.14,5.0,-2.68,0.612,1.76,0.7,0.51,0.2,18.95,61.05,50.61,2.34,2.47,-3.23,1.63,-5.45,3.42,2599.9,2566.27,0.43,0,148000,0.885
2056,79,23,2023,127488.718,154267.319,50.35,-22.16,-16.59,-19.49,30.7,57.81,0.0,0.0,27.44,3.35,7.0,-2.13,0.553,-2.69,0.75,0.52,0.23,12.33,54.29,43.05,1.33,1.25,9.48,20.83,15.4,1.54,2548.2,2532.05,0.48,0,127056,0.944
2057,80,94,1994,5843.614,5699.914,4.74,-0.32,-0.08,-0.32,1.59,0.0,0.0,1.46,1.22,9.09,3.0,-1.75,0.82,14.93,0.84,0.84,0.29,,4.88,2.63,-11.29,-0.32,51.81,47.62,47.92,0.0,1255.484,1232.83,1.66,0,6500,1.0
2058,80,95,1995,7798.146,6173.531,5.64,0.69,0.88,0.79,2.96,0.0,5.78,3.1,2.44,9.51,5.0,-0.95,0.784,11.46,2.87,2.87,2.49,,6.83,4.7,-12.15,-0.62,33.53,666.45,52.11,42.95,1401.672,1382.65,0.97,0,9600,1.0
2059,80,96,1996,11452.052,9687.097,8.17,-0.83,-0.08,-0.54,3.64,7.02,4.93,2.47,4.7,4.1,4.0,-1.23,0.408,14.57,1.18,1.18,0.74,,8.17,4.33,-1.38,-0.36,48.62,-83.5,15.51,89.41,1419.544,1401.72,0.87,0,28500,1.0
2060,80,97,1997,8326.32,6709.793,5.63,-1.03,-0.29,-0.72,4.4,11.85,5.85,2.44,6.46,3.84,5.0,-2.19,0.358,3.8,1.04,1.04,0.62,,8.41,3.88,-5.51,-0.5,69.61,12.24,0.4,99.23,1486.76,1478.92,1.79,0,27800,1.0
2061,80,98,1998,9494.407,8257.407,6.21,-1.2,-0.59,-0.82,5.3,13.49,7.08,3.06,8.24,4.22,6.0,-2.24,0.471,10.25,0.85,0.85,0.49,,7.5,5.38,-3.38,-0.66,13.92,28.64,15.97,63.48,1496.0,1528.89,1.93,0,29600,1.0
2062,80,99,1999,7916.347,6810.347,5.38,-2.6,-0.94,-2.11,6.36,19.67,0.0,1.84,12.32,2.91,4.0,-2.62,0.385,-13.0,0.8,0.8,0.34,,9.09,3.92,3.76,4.45,47.45,-149.47,-2.07,0.0,1524.8,1471.44,2.05,0,29226,1.0
2063,80,0,2000,8896.006,6773.006,6.64,-2.46,-2.46,-2.46,8.14,24.03,0.0,2.6,42.01,3.79,6.0,-3.23,0.18,0.02,5.27,5.27,5.27,,8.72,5.02,8.95,9.9,21.03,385.71,4654.31,0.0,1392.8,1339.76,1.71,0,29226,1.0
2064,80,1,2001,19465.54,19055.54,15.34,-4.53,-2.33,-4.02,10.09,27.47,0.0,2.71,40.89,4.06,6.0,-4.53,0.319,1.66,0.67,0.67,0.25,,15.63,5.95,5.29,4.89,13.91,37.0,-96.03,0.0,1296.8,1268.94,1.24,0,30000,1.0
2065,80,2,2002,21838.305,21612.305,17.69,-5.5,-2.96,-4.98,12.74,17.85,0.0,3.43,46.93,3.95,7.0,-2.88,0.332,1.66,0.66,0.66,0.24,13.67,18.05,12.89,2.71,4.35,13.22,27.74,30.6,0.0,1250.0,1234.5,0.47,0,30000,1.0
2066,80,3,2003,25010.69,24940.69,20.88,-6.6,-3.81,-6.18,16.47,19.6,0.0,4.11,65.0,3.91,7.0,-2.94,0.349,2.26,0.62,0.62,0.22,21.84,25.09,17.03,2.97,6.44,9.95,52.14,36.97,0.0,1214.0,1197.83,0.28,0,32000,1.0
2067,80,4,2004,33918.94,33918.94,29.09,-10.66,-10.66,-10.66,21.39,24.16,0.0,11.64,93.46,3.85,8.0,-3.1,0.37,-3.41,0.0,0.0,0.0,312.59,29.13,19.94,2.66,3.95,23.08,25.82,1162.92,0.0,1182.143,1166.0,0.08,0,33000,1.0
2068,80,5,2005,56609.72,56127.72,44.02,-9.84,-6.94,-9.31,25.86,28.78,30.96,1.1,44.17,4.02,6.0,0.0,0.579,0.47,0.73,0.73,0.4,26.91,44.02,28.1,-10.29,5.06,19.47,36.57,-86.76,16.92,1252.0,1286.0,0.11,0,40000,1.0
2069,80,6,2006,84386.12,85470.12,62.14,-12.86,-9.52,-12.19,37.09,34.61,58.0,0.0,53.93,3.83,6.0,-2.31,0.678,6.03,0.63,0.63,0.36,18.98,63.79,42.87,-5.6,2.53,19.92,26.23,29.07,40.36,1265.0,1358.0,0.31,0,55000,1.0
2070,80,7,2007,72266.85,68782.85,53.73,-12.32,-8.52,-11.58,45.09,53.5,0.0,9.47,72.68,3.84,5.0,-2.57,0.42,-0.55,0.87,0.87,0.59,13.41,62.9,42.09,0.96,2.7,46.32,28.57,31.51,0.04,1344.0,1345.0,0.64,0,58000,1.0
2071,80,8,2008,72924.6,74314.6,58.2,-16.93,-12.2,-15.99,53.41,58.4,0.0,8.73,65.85,3.83,5.0,-1.68,0.444,5.74,0.84,0.84,0.52,12.33,58.99,46.33,6.84,8.07,8.28,15.15,16.36,-12.13,1312.0,1253.0,0.01,14414,67000,1.0
2072,80,9,2009,32335.492,36920.492,26.6,-22.07,-16.49,-20.88,62.04,68.82,0.0,0.0,22.66,2.72,5.0,-2.42,0.498,6.83,0.76,0.76,0.42,7.03,56.93,16.3,2.98,7.38,18.72,-29.82,-20.8,-18.68,1214.0,1215.62,0.91,14183,75000,1.0
2073,80,10,2010,34960.56,37419.56,30.48,-21.27,-15.03,-20.0,71.54,77.92,38.33,5.33,27.68,2.89,7.0,-2.63,0.467,-1.4,0.82,0.82,0.5,10.47,32.32,16.35,5.64,4.34,13.28,35.0,23.91,11.83,1168.0,1147.0,1.1,0,80000,1.0
2074,80,11,2011,39215.46,41523.46,36.11,-23.98,-17.35,-22.56,81.02,88.49,34.71,3.81,36.53,3.0,8.0,-2.7,0.476,5.87,0.78,0.78,0.47,16.35,38.05,27.85,5.32,5.72,13.41,26.54,26.63,9.0,1120.0,1086.0,1.0,17563,87000,1.0
2075,80,12,2012,52656.52,52288.52,50.68,-26.56,-18.52,-24.9,89.3,98.88,41.78,12.49,47.72,3.22,9.0,-2.43,0.443,3.46,0.85,0.85,0.5,16.76,53.13,37.13,4.33,4.96,12.56,15.37,11.74,9.46,1070.0,1039.0,0.79,15978,99000,1.0
2076,80,13,2013,55270.56,62708.56,54.24,-37.56,-28.12,-35.56,97.67,92.49,72.34,0.0,46.91,2.88,6.0,-2.21,0.569,8.68,0.78,0.78,0.42,14.64,60.26,50.35,1.92,3.63,12.85,11.63,14.48,13.7,1027.0,1019.0,0.45,15204,133000,1.0
2077,80,14,2014,74396.4,83218.4,75.3,-41.01,-29.71,-38.7,101.07,72.48,89.76,0.0,52.23,3.26,5.0,-2.37,0.507,2.1,0.73,0.73,0.33,13.59,75.3,51.4,3.04,3.46,13.22,4.17,6.47,16.32,1006.0,988.0,0.61,14575,156000,1.0
2078,80,15,2015,96439.86,105997.86,101.09,-46.85,-31.84,-43.5,114.27,80.15,69.37,0.0,57.62,3.45,7.0,-2.36,0.513,0.12,0.77,0.77,0.3,16.62,103.04,69.74,3.44,3.68,10.52,3.64,10.86,12.17,972.0,954.0,0.87,13946,170000,1.0
2079,80,16,2016,112110.92,132795.92,117.64,-67.69,-48.04,-62.56,123.4,98.34,66.54,0.0,44.78,2.97,5.0,-2.38,0.631,13.0,0.74,0.74,0.3,13.95,125.86,98.92,0.1,0.71,22.78,5.44,10.31,10.82,953.0,953.0,0.57,13501,200000,1.0
2080,80,17,2017,152358.08,173968.08,160.04,-74.85,-53.21,-68.43,133.78,115.64,85.19,0.0,43.21,3.28,4.0,-2.46,0.538,5.36,0.69,0.69,0.27,12.12,163.94,109.23,0.1,0.56,17.53,20.63,17.74,11.18,952.0,952.0,0.7,13035,230000,1.0
2081,80,18,2018,213625.74,234073.74,220.46,-78.22,-55.93,-70.81,147.67,123.63,120.14,0.0,54.93,3.66,6.0,-2.57,0.556,4.0,0.73,0.73,0.31,12.82,226.78,157.62,-1.79,0.38,6.95,47.86,14.47,12.45,964.0,969.0,0.54,12418,260000,1.0
2082,80,19,2019,239155.2,265916.2,249.12,-89.79,-64.41,-80.9,175.92,148.48,170.83,0.0,63.03,3.76,6.0,-2.86,0.564,5.69,0.73,0.73,0.27,12.39,286.33,212.55,0.93,1.53,12.7,13.71,13.51,13.81,963.0,960.0,1.06,11948,300000,1.0
2083,80,20,2020,278693.04,309672.04,293.98,-107.62,-77.68,-98.27,208.77,188.58,206.9,0.0,79.31,3.62,6.0,-2.61,0.582,4.64,0.69,0.69,0.23,11.55,295.97,215.26,1.25,1.6,8.91,17.56,15.31,14.22,951.0,948.0,0.74,11517,325000,1.0
2084,80,21,2021,331743.28,360477.28,350.68,-118.41,-82.54,-108.21,249.88,220.62,259.19,0.0,106.69,3.63,7.0,-1.74,0.542,2.92,0.74,0.74,0.27,13.47,356.82,194.86,0.21,0.85,6.74,11.86,13.49,15.95,949.0,946.0,0.73,11085,330000,1.0
2085,80,22,2022,472513.74,499328.74,502.14,-123.85,-83.62,-112.52,274.0,266.66,246.87,0.0,135.75,4.23,6.0,-2.52,0.5,2.5,0.79,0.79,0.31,14.44,505.58,324.34,0.53,0.77,12.43,12.79,7.58,13.49,943.0,941.0,0.81,10644,350000,1.0
2086,80,23,2023,495188.12,533475.12,530.18,-149.92,-105.85,-135.72,312.56,346.99,266.39,0.0,152.67,3.96,7.0,-2.56,0.547,9.11,0.77,0.77,0.31,13.59,555.15,452.06,0.74,1.16,13.43,17.15,18.33,12.39,937.0,934.0,0.73,10260,400000,1.0
2087,81,94,1994,8657.794,12728.794,10.55,-12.19,-10.64,-12.04,5.8,0.0,0.0,9.46,6.0,1.44,5.0,-2.67,0.635,3.48,0.66,0.54,0.05,4.83,11.203,9.645,-0.62,0.12,-18.32,-27.77,-37.48,0.0,821.705,820.644,1.18,0,47126,1.0
2088,81,95,1995,6296.73,10660.73,7.644,-11.29,-9.79,-10.77,6.46,6.73,9.74,13.52,7.36,1.46,7.0,-1.86,0.633,4.19,0.67,0.55,0.06,5.89,11.287,7.518,-0.38,0.02,8.04,3.1,11.5,6.33,821.053,823.748,1.24,0,47126,1.0
2089,81,96,1996,9121.617,15471.617,11.119,-15.67,-13.9,-15.2,8.4,8.6,10.96,14.59,7.45,1.37,7.0,-2.35,0.874,10.6,0.88,0.76,0.12,4.36,11.772,7.897,0.41,-9.25,15.32,72.93,13.4,8.01,819.048,820.4,1.13,0,35000,1.0
2090,81,97,1997,14830.383,22666.383,15.031,-19.78,-18.6,-19.24,8.79,9.75,8.83,16.99,6.08,1.09,5.0,-3.04,0.826,1.22,0.44,0.34,0.06,5.07,15.344,10.866,-20.26,0.0,10.73,-10.0,10.68,6.18,866.8,986.64,0.92,0,54000,1.0
2091,81,98,1998,15468.451,23896.451,15.656,-20.79,-19.36,-20.09,7.76,12.27,0.0,16.5,7.12,1.1,5.0,-1.95,0.596,2.09,0.45,0.36,0.03,4.73,18.11,14.188,-0.14,0.0,10.8,-57.97,-14.06,3.82,982.8,988.008,0.68,0,65600,1.0
2092,81,99,1999,11150.79,19666.79,11.266,-22.03,-20.69,-21.37,7.84,12.81,0.0,15.69,5.78,0.74,5.0,-2.41,0.551,2.38,0.51,0.4,0.06,3.22,15.844,9.406,-0.18,0.0,-4.29,-247.82,-52.78,-4.08,984.0,989.8,0.51,0,65000,1.0
2093,81,0,2000,10825.144,19290.144,10.922,-21.91,-20.76,-21.3,6.37,11.61,0.0,16.58,2.79,0.98,6.0,-2.7,0.561,1.86,0.46,0.34,0.06,4.3,16.75,10.156,-0.13,0.0,-2.55,225.19,152.89,-19.32,986.4,991.132,0.78,0,65000,1.0
2094,81,1,2001,12577.474,20823.474,12.688,-22.34,-20.73,-21.71,7.97,12.48,0.0,13.82,4.64,1.07,8.0,-2.52,0.566,1.38,0.57,0.45,0.04,3.13,13.156,8.75,-0.02,0.0,5.83,3.73,5.22,-12.02,986.0,991.328,0.41,0,63000,1.0
2095,81,2,2002,13883.49,21850.49,14.25,-22.44,-20.97,-21.84,8.25,11.7,0.0,14.94,9.17,1.12,6.0,-2.46,0.567,1.53,0.56,0.47,0.04,3.35,15.15,11.193,1.72,0.0,-9.63,12.93,3.26,-2.92,992.0,974.28,0.48,0,48000,1.0
2096,81,3,2003,15164.023,22500.023,14.968,-21.46,-19.95,-20.92,9.14,13.12,16.87,16.96,10.48,1.27,8.0,-2.46,0.57,1.46,0.75,0.64,0.15,4.13,16.288,13.688,-3.99,0.0,1.22,33.93,10.66,13.51,1008.4,1013.13,0.28,0,47000,1.0
2097,81,4,2004,17984.203,25446.203,17.37,-19.91,-18.4,-19.42,12.42,13.88,0.0,18.11,5.16,1.38,7.0,-2.79,0.605,0.06,0.85,0.74,0.21,4.44,17.373,12.835,-2.19,0.0,6.91,19.56,-9.07,0.0,1017.6,1035.36,0.48,0,46000,1.0
2098,81,5,2005,17552.082,24706.082,16.813,-20.08,-18.82,-19.54,12.31,15.07,0.0,16.37,6.05,1.28,6.0,-2.45,0.591,0.23,0.91,0.79,0.39,3.77,17.323,13.773,-0.83,0.0,8.09,-61.92,-22.24,0.0,1036.4,1043.99,0.54,0,48000,1.0
2099,81,6,2006,21466.784,28109.784,20.128,-19.82,-18.37,-19.14,11.52,16.86,0.0,18.16,5.82,1.46,7.0,-2.29,0.588,1.34,0.69,0.59,0.23,4.38,20.25,14.653,-2.16,0.0,9.36,67.48,22.88,0.0,1053.6,1066.54,1.42,0,49747,1.0
2100,81,7,2007,24861.273,30814.273,23.005,-18.85,-17.39,-18.2,12.84,19.61,0.0,24.87,8.63,1.75,7.0,-2.64,0.597,2.1,0.68,0.57,0.23,7.73,24.303,19.645,-1.33,0.07,12.44,53.17,33.37,0.0,1077.8,1080.69,1.48,0,50739,1.0
2101,81,8,2008,32770.489,39574.489,31.405,-20.67,-19.03,-20.0,13.47,20.84,0.0,26.89,8.95,2.05,7.0,-2.65,0.613,2.64,0.85,0.7,0.29,8.52,33.815,22.533,3.44,4.2,5.91,17.29,15.01,0.0,1063.8,1043.48,1.41,35295,50089,1.0
2102,81,9,2009,24054.155,31732.155,23.9,-22.88,-21.32,-22.21,14.15,24.87,0.0,31.08,19.0,1.88,7.0,-2.65,0.608,2.59,0.98,0.82,0.43,9.61,41.95,21.405,3.55,6.69,15.03,30.92,19.75,0.0,1021.2,1006.45,1.12,34250,48242,1.0
2103,81,10,2010,32272.056,40270.056,31.95,-23.3,-21.49,-22.57,15.42,20.45,0.0,28.88,17.06,1.9,5.0,-2.46,0.624,1.97,1.37,1.2,0.69,6.78,33.115,16.81,-0.36,0.0,-19.87,-17.44,-7.88,-1.01,1006.0,1010.08,1.21,34116,43531,1.0
2104,81,11,2011,45548.506,53704.506,46.33,-24.65,-22.27,-23.48,17.95,25.93,0.0,33.51,19.82,2.43,7.0,-1.42,0.614,2.7,1.16,0.98,0.37,8.27,47.275,30.25,2.67,2.74,20.64,47.86,31.15,-9.69,996.4,983.132,1.15,33537,42884,1.0
2105,81,12,2012,50843.731,58532.731,52.97,-26.36,-23.74,-24.94,24.58,33.0,0.0,38.12,13.22,2.63,7.0,-2.58,0.61,1.19,1.12,0.94,0.37,10.01,53.38,39.915,2.37,2.79,18.36,21.52,17.33,-5.54,971.4,959.859,1.28,33061,44861,1.0
2106,81,13,2013,59021.203,66955.203,62.86,-27.92,-25.2,-26.5,35.22,40.69,61.86,44.31,14.4,2.9,9.0,-2.6,0.617,3.0,1.16,0.95,0.34,12.61,64.215,52.49,2.18,2.5,10.0,23.21,18.81,15.03,946.2,938.931,1.09,32519,45928,1.0
2107,81,14,2014,76608.168,84753.168,84.0,-29.69,-26.88,-28.17,48.09,49.6,78.2,49.55,13.83,3.23,8.0,-2.6,0.623,1.95,1.05,0.88,0.38,14.16,84.0,64.23,2.87,2.9,7.37,13.77,11.06,16.68,926.5,912.002,1.06,31914,46445,1.0
2108,81,15,2015,105235.392,115062.392,119.13,-33.5,-30.32,-31.73,56.79,64.19,101.9,55.47,15.47,3.79,8.0,-2.71,0.624,3.9,1.17,0.98,0.42,15.6,123.31,82.58,3.14,3.06,12.91,22.08,19.47,17.84,897.1,883.366,0.3,32112,47201,1.0
2109,81,16,2016,66408.3,79218.3,78.2,-38.28,-35.05,-36.65,62.57,67.64,77.53,54.36,8.59,2.87,6.0,-2.95,0.64,3.49,1.29,1.06,0.43,12.95,123.83,75.43,3.87,5.22,-5.75,-4.52,-1.32,14.39,866.2,849.211,0.82,32209,47457,1.0
2110,81,17,2017,84448.604,98118.604,103.68,-42.29,-39.52,-40.7,60.38,68.16,44.55,52.47,8.89,3.03,5.0,-2.83,0.615,0.18,0.99,0.79,0.37,10.38,106.33,68.79,4.09,3.68,-4.86,-7.65,-3.9,8.89,832.4,814.512,0.95,31601,42919,1.0
2111,81,18,2018,104721.104,120300.104,134.1,-40.45,-37.06,-38.53,66.46,80.26,79.4,97.51,25.69,3.75,7.0,-2.01,0.726,11.36,1.02,0.83,0.35,11.27,136.32,101.4,4.12,3.83,10.99,163.51,14.67,5.91,798.4,780.918,1.06,30653,41992,1.0
2112,81,19,2019,100224.629,121282.629,138.23,-51.57,-47.67,-49.24,74.04,103.56,40.47,71.05,27.19,3.48,5.0,-2.61,0.718,1.17,0.9,0.74,0.29,9.79,164.99,124.14,7.15,8.21,14.25,-40.79,9.81,5.07,750.9,725.057,1.06,30902,41967,1.0
2113,81,20,2020,125124.94,151266.94,180.79,-61.63,-57.92,-59.36,80.5,114.14,51.89,70.18,25.22,3.63,5.0,-2.83,0.748,1.21,0.79,0.62,0.2,8.15,181.41,132.68,4.55,4.64,1.57,5.94,8.91,6.2,703.5,692.101,1.08,30183,37483,1.0
2114,81,21,2021,139788.705,166262.705,208.22,-64.92,-61.41,-62.76,87.43,118.05,64.74,66.37,33.21,3.74,6.0,-2.84,0.704,-0.83,1.01,0.86,0.45,6.87,209.85,114.04,3.0,2.65,-6.44,-5.97,-2.46,8.01,677.3,671.351,1.1,29745,30960,1.0
