,enterprise_id,years,roe_%,roe_%_adjusted_to_book_value,roa_%,return-on-tangible-equity,return-on-tangible-asset,roc_(joel_greenblatt)_%,roce_%,5-year_rore_%,1-year_roiic_%,roic_%,wacc_%,effective_interest_rate_on_debt_%,gross_margin_%,operating_margin_%,net_margin_%,ebitda_margin_%,fcf_margin_%,debt-to-equity,equity-to-asset,debt-to-asset,liabilities-to-assets,gross-profit-to-asset_%,degree_of_financial_leverage,asset_turnover,dividend_payout_ratio,days_sales_outstanding,days_payable,days_inventory,cash_conversion_cycle,receivables_turnover,inventory_turnover,cogs-to-revenue,inventory-to-revenue,capex-to-revenue,capex-to-operating-income,capex-to-operating-cash-flow,net_interest_margin_(bank_only)_%
1805,69,2014,133.075,8.17,20.987,,33.759,440.19,38.39,27.28,-15.24,15.64,8.11,5.74,66.738,28.881,29.264,31.795,14.143,0.614,0.215,0.132,0.645,47.861,12.47,0.717,0.4,73.86,53.56,0.0,20.3,4.94,,0.33,0.0,0.025,0.086,0.15,
1806,69,2015,-12.856,-0.26,-1.792,0.0,-2.875,49.67,3.45,-49.61,274.18,-8.51,11.1,7.4,67.313,2.415,-2.277,4.89,22.114,1.629,0.072,0.117,0.801,52.984,1.19,0.787,,67.96,44.33,0.0,23.63,5.37,,0.33,0.0,0.018,0.754,0.076,
1807,69,2016,339.003,2.51,15.459,,28.333,805.46,47.17,16.02,58.42,21.67,10.29,4.63,67.664,35.874,21.758,39.036,4.084,18.613,0.024,0.441,0.858,48.074,-0.63,0.71,0.316,66.05,42.17,0.0,23.88,5.53,,0.32,0.0,0.026,0.073,0.39,
1808,69,2017,499.052,11.68,24.994,,52.703,1245.47,59.45,53.71,-155.81,21.32,9.58,5.05,68.68,39.569,37.202,62.71,25.526,5.483,0.075,0.411,0.795,46.143,1.17,0.672,0.286,68.12,40.04,0.0,28.08,5.36,,0.31,0.0,0.02,0.051,0.074,
1809,69,2018,220.162,3.63,16.536,,32.304,956.04,42.55,5.69,24.87,22.61,10.3,4.18,72.06,42.603,24.674,46.017,31.222,5.034,0.075,0.379,0.775,48.292,1.21,0.67,0.284,73.48,40.72,0.0,32.76,4.97,,0.28,0.0,0.02,0.048,0.061,
1810,69,2019,292.895,4.35,20.757,,41.527,1033.03,43.23,46.59,186.03,27.36,8.68,3.71,70.63,44.583,31.288,48.274,31.176,5.831,0.067,0.388,0.756,46.857,4.32,0.663,0.258,80.72,40.31,0.0,40.41,4.52,,0.29,0.0,0.018,0.041,0.055,
1811,69,2020,383.559,2.76,20.424,,39.568,485.15,40.77,17.12,23.0,28.26,6.59,3.38,70.503,47.425,31.691,48.888,39.722,9.77,0.042,0.412,0.753,45.437,1.22,0.644,0.262,82.44,37.04,0.0,45.4,4.43,,0.29,0.0,0.017,0.036,0.041,
1812,69,2021,473.482,3.04,19.586,,33.901,379.82,39.16,5.76,93.74,29.31,6.23,2.99,71.862,48.388,31.43,48.038,46.909,9.34,0.041,0.379,0.733,44.781,1.28,0.623,0.255,77.74,36.87,0.0,40.87,4.7,,0.28,0.0,0.01,0.021,0.021,
1813,69,2022,238.017,4.25,21.943,,34.199,592.8,42.49,20.65,-568.12,33.74,7.48,2.52,73.545,50.741,36.447,53.766,42.943,2.314,0.135,0.313,0.632,44.277,1.09,0.602,0.248,71.33,36.42,0.0,34.91,5.12,,0.26,0.0,0.004,0.008,0.01,
1814,69,2023,16.908,5.58,8.457,,33.89,721.85,14.94,7.77,-1.86,6.34,10.05,3.74,66.318,27.001,29.049,53.832,22.485,0.317,0.589,0.187,0.357,19.307,-0.95,0.291,0.591,67.64,31.74,0.0,35.9,5.4,,0.34,0.0,0.008,0.029,0.034,
1815,70,2004,68.269,,55.965,68.269,55.965,419.53,71.09,0.0,0.0,174.33,0.0,,68.767,45.745,43.839,45.745,39.859,0.0,0.82,0.0,0.18,87.788,0.0,1.277,0.0,0.0,94.29,0.0,-94.29,0.0,,0.31,0.0,0.081,0.177,0.169,
1816,70,2005,28.239,,25.654,28.239,25.654,110.84,30.0,0.0,11.84,62.27,0.0,0.0,63.436,40.987,38.575,40.987,-26.069,0.0,0.926,0.0,0.074,42.187,0.0,0.665,0.0,0.0,26.98,0.0,-26.98,0.0,,0.37,0.0,0.079,0.193,0.0,
1817,70,2006,17.598,,15.604,17.666,15.658,66.33,15.84,0.0,-173.81,38.68,0.0,4027.78,67.059,29.564,34.027,34.659,51.136,0.0,0.854,0.0,0.146,30.752,0.0,0.459,0.0,57.0,10.88,2.06,48.18,6.4,177.39,0.33,0.002,0.185,0.626,0.266,
1818,70,2007,32.462,,26.695,33.359,27.299,130.59,33.9,0.0,86.16,68.51,11.67,,70.824,38.436,37.987,44.869,41.416,0.0,0.799,0.0,0.201,49.771,0.0,0.703,0.0,40.08,14.22,1.12,26.98,9.11,324.91,0.29,0.001,0.124,0.323,0.231,
1819,70,2008,36.115,,27.702,38.681,29.187,149.89,34.76,0.0,0.0,72.57,12.34,0.54,70.752,42.791,40.986,45.243,27.335,0.057,0.747,0.042,0.244,47.821,0.0,0.676,0.0,43.55,25.11,0.66,19.1,8.38,555.58,0.29,0.001,0.207,0.484,0.431,
1820,70,2009,47.075,,34.172,50.348,35.864,166.43,51.23,0.0,0.0,75.26,9.12,51.78,69.664,44.435,38.92,50.399,30.404,0.0,0.712,0.0,0.278,61.164,0.0,0.878,0.0,37.79,29.73,0.59,8.65,9.66,614.3,0.3,0.0,0.196,0.442,0.392,
1821,70,2010,53.782,,37.738,55.738,38.691,209.17,56.92,0.0,0.0,90.44,10.68,0.97,68.734,47.303,41.444,51.63,60.913,0.017,0.696,0.012,0.297,62.587,0.0,0.911,0.073,32.41,44.12,0.51,-11.2,11.26,712.1,0.31,0.0,0.066,0.139,0.098,
1822,70,2011,47.912,4.45,30.46,49.531,31.107,307.4,54.12,0.0,5.61,63.62,9.85,0.06,67.83,48.775,40.994,52.76,51.271,0.0,0.607,0.0,0.39,50.4,0.83,0.743,0.085,27.06,59.45,0.0,-32.39,13.49,,0.32,0.0,0.114,0.234,0.182,
1823,70,2012,41.447,5.01,22.422,46.653,23.862,241.81,42.41,0.0,37.14,34.36,9.54,0.62,65.159,40.234,35.805,49.519,29.843,0.412,0.501,0.207,0.488,40.804,0.01,0.626,0.083,23.43,65.48,0.0,-42.05,15.58,,0.35,0.0,0.17,0.423,0.363,
1824,70,2013,36.774,4.03,19.434,43.517,21.167,210.43,34.34,0.0,21.41,28.11,9.28,2.94,58.521,34.522,29.006,41.006,33.239,0.259,0.549,0.142,0.44,39.208,0.94,0.67,0.078,18.04,64.3,11.39,-34.87,20.24,32.05,0.41,0.013,0.11,0.319,0.249,
1825,70,2014,31.576,2.51,17.17,35.867,18.365,210.36,30.94,18.12,5.94,21.61,9.93,3.09,54.038,28.698,25.65,38.521,30.268,0.26,0.54,0.14,0.455,36.173,0.86,0.669,0.08,15.85,70.85,12.73,-42.27,23.03,28.67,0.46,0.016,0.101,0.351,0.249,
1826,70,2015,34.246,3.26,16.981,38.899,18.052,263.43,30.41,20.44,13.98,20.52,8.85,3.4,60.887,33.572,30.165,43.958,33.031,0.445,0.467,0.208,0.52,34.275,0.97,0.563,0.066,17.57,91.56,9.78,-64.21,20.77,37.33,0.39,0.01,0.084,0.251,0.203,
1827,70,2016,28.322,2.86,11.874,33.221,12.657,285.12,24.45,21.96,6.37,14.98,8.58,2.93,59.528,35.722,28.004,43.164,31.426,0.549,0.391,0.215,0.602,25.24,0.75,0.424,0.084,21.01,108.49,2.09,-85.39,17.37,174.82,0.4,0.002,0.127,0.357,0.288,
1828,70,2017,27.088,2.98,11.335,34.587,12.466,318.07,21.94,23.25,27.07,13.87,8.26,2.4,55.614,33.095,27.047,43.799,30.778,0.627,0.441,0.277,0.53,23.307,0.96,0.419,0.084,21.29,119.77,1.36,-97.12,17.14,269.11,0.44,0.002,0.123,0.373,0.286,
1829,70,2018,33.854,2.67,15.347,43.788,17.107,410.62,26.7,31.43,10.04,15.3,8.16,2.59,49.178,29.523,30.077,48.32,31.181,0.515,0.462,0.238,0.5,25.094,1.06,0.51,0.078,20.13,115.09,0.82,-94.14,18.13,442.95,0.51,0.001,0.135,0.456,0.302,
1830,70,2019,26.645,3.33,12.086,34.32,13.45,292.64,21.1,23.28,7.64,12.09,10.25,3.09,45.45,24.948,25.175,42.729,18.189,0.554,0.447,0.248,0.508,21.82,1.05,0.48,0.092,26.68,134.84,0.68,-107.48,13.68,539.79,0.55,0.001,0.173,0.693,0.487,
1831,70,2020,24.48,3.29,11.035,35.665,12.852,228.85,18.81,20.44,7.59,11.63,10.35,3.7,44.404,25.698,24.732,42.875,24.279,0.537,0.454,0.244,0.488,19.813,0.99,0.446,0.091,31.35,135.57,0.91,-103.31,11.64,400.25,0.56,0.001,0.151,0.588,0.384,
1832,70,2021,28.868,4.5,14.382,41.675,16.982,277.43,21.67,28.26,7.05,11.74,7.37,3.11,45.955,26.567,33.159,49.422,26.453,0.373,0.528,0.197,0.417,19.932,1.18,0.434,0.087,29.68,118.57,1.04,-87.85,12.3,351.26,0.54,0.002,0.138,0.52,0.343,
1833,70,2022,30.137,6.8,15.446,40.937,17.861,312.18,22.79,27.36,4.06,9.47,7.61,2.73,43.909,22.208,40.138,55.997,20.178,0.401,0.5,0.201,0.456,16.897,1.09,0.385,0.103,30.35,116.79,1.08,-85.36,12.03,338.58,0.56,0.002,0.111,0.5,0.355,
1834,70,2023,23.472,5.99,11.262,31.457,12.824,241.47,17.85,14.71,7.1,8.08,10.76,2.8,43.052,20.546,33.945,50.748,17.174,0.498,0.457,0.228,0.504,14.283,1.16,0.332,0.115,32.73,122.63,2.02,-87.88,11.15,180.64,0.57,0.003,0.092,0.446,0.348,
1835,72,1994,10.703,5.3,3.569,25.8,4.435,23.37,6.96,10.88,8.34,4.75,10.24,0.0,42.938,9.89,6.13,13.283,5.609,0.794,0.353,0.28,0.535,25.005,0.15,0.582,0.0,0.0,39.62,92.13,52.51,0.0,3.96,0.57,0.144,0.045,0.458,0.447,
1836,72,1995,11.099,5.58,3.764,25.399,4.653,20.18,7.92,16.12,4.32,4.7,10.91,0.0,45.354,11.342,6.522,15.272,9.084,1.144,0.328,0.375,0.564,26.176,0.99,0.577,0.0,0.0,41.61,89.79,48.18,0.0,4.07,0.55,0.134,0.038,0.335,0.295,
1837,72,1996,12.142,4.06,4.142,30.958,5.226,22.51,8.97,21.1,6.17,5.14,11.09,0.0,49.049,11.203,6.347,15.054,5.966,0.928,0.352,0.326,0.522,32.01,1.21,0.653,0.0,0.0,44.92,89.51,44.59,0.0,4.08,0.51,0.125,0.028,0.254,0.323,
1838,72,1997,12.121,4.15,4.294,30.816,5.47,18.45,7.83,28.32,2.47,4.71,8.73,0.0,47.402,9.691,6.506,13.619,3.41,0.931,0.356,0.331,0.511,31.287,4.11,0.66,0.007,0.0,43.56,88.88,45.32,0.0,4.11,0.53,0.128,0.042,0.438,0.555,
1839,72,1998,12.208,4.22,4.378,41.744,5.866,16.43,6.39,25.28,-2.81,3.43,3.95,0.0,50.889,14.422,12.093,18.772,-38.144,0.918,0.361,0.331,0.515,18.422,48.53,0.362,0.0,0.0,85.47,183.33,97.86,0.0,1.99,0.49,0.247,0.277,1.923,0.0,
1840,72,1999,8.371,8.13,3.243,23.77,4.33,20.78,5.5,10.67,4.75,3.02,5.4,0.0,49.839,12.516,8.848,17.19,-11.28,0.847,0.416,0.352,0.503,18.269,2.43,0.367,0.0,0.0,66.49,154.7,88.21,0.0,2.36,0.5,0.213,0.127,1.011,9.194,
1841,72,2000,-8.179,-8.1,-3.293,-18.2,-4.232,27.58,5.67,-57.13,7.78,-4.81,6.47,0.0,48.814,10.06,-7.065,14.657,-18.619,0.928,0.389,0.361,0.539,22.754,110.15,0.466,0.0,0.0,40.49,101.52,61.03,0.0,3.6,0.51,0.142,0.197,1.963,17.491,
1842,72,2001,-1.588,-0.86,-0.719,-3.718,-0.971,20.49,4.8,-62.13,7.74,1.79,9.16,0.0,44.807,8.689,-1.584,12.964,5.52,0.644,0.521,0.336,0.474,20.346,3.93,0.454,0.0,72.02,42.96,111.25,140.31,5.07,3.28,0.55,0.168,0.032,0.374,0.37,
1843,72,2002,-0.035,-0.02,-0.018,-0.091,-0.026,20.15,4.9,0.0,0.42,3.49,9.89,0.0,43.809,7.627,-0.036,12.13,4.735,0.658,0.499,0.328,0.499,22.068,0.0,0.504,0.0,71.81,37.35,108.53,142.99,5.08,3.36,0.56,0.167,0.039,0.508,0.45,
1844,72,2003,15.729,9.77,8.285,52.773,13.147,37.51,7.94,47.83,12.38,5.21,9.03,0.0,45.902,11.223,16.748,14.271,2.795,0.461,0.556,0.256,0.444,22.708,0.0,0.495,0.0,82.96,40.85,122.19,164.3,4.4,2.99,0.54,0.181,0.028,0.247,0.498,
1845,72,2004,9.067,5.18,5.681,26.864,9.714,40.8,8.86,151.3,-19.94,6.6,10.46,0.0,46.326,12.245,10.53,14.705,9.111,0.116,0.703,0.081,0.297,24.994,-2.7,0.54,0.0,81.61,40.49,113.67,154.79,4.47,3.21,0.54,0.167,0.022,0.179,0.194,
1846,72,2005,14.338,7.88,10.389,38.721,19.106,40.69,8.89,49.59,-65.74,8.06,9.78,0.0,45.987,11.484,16.402,14.482,9.725,0.09,0.745,0.067,0.255,29.126,8.01,0.633,0.0,73.56,37.58,97.85,133.83,4.96,3.73,0.54,0.145,0.023,0.197,0.189,
1847,72,2006,8.178,4.67,5.703,32.579,11.938,42.08,8.68,0.0,-2.65,6.44,11.21,0.0,45.383,10.649,8.478,15.331,8.635,0.214,0.657,0.141,0.343,30.529,-3.51,0.673,0.0,71.37,36.12,88.34,123.59,5.11,4.13,0.55,0.132,0.017,0.155,0.161,
1848,72,2007,2.023,1.49,1.324,,4.786,17.79,2.55,-10.45,1.1,2.04,14.9,0.0,41.356,7.587,4.456,13.937,8.673,0.191,0.654,0.125,0.346,12.292,-11.99,0.297,0.0,94.0,64.37,125.07,154.7,3.88,2.92,0.59,0.201,0.02,0.267,0.189,
1849,72,2008,5.36,3.25,3.584,,14.412,39.89,5.29,7.05,-676.8,4.74,12.65,0.0,39.034,10.431,7.809,18.195,13.42,0.152,0.683,0.104,0.317,17.916,0.33,0.459,0.0,53.23,40.16,71.7,84.77,6.86,5.09,0.61,0.12,0.018,0.173,0.118,
1850,72,2009,6.669,7.02,4.638,,17.322,47.84,6.59,1.18,-36.53,5.86,9.63,7.15,40.067,12.048,9.344,19.739,11.01,0.137,0.708,0.097,0.292,19.889,1.41,0.496,0.0,50.9,35.28,67.91,83.53,7.17,5.37,0.6,0.112,0.025,0.209,0.186,
1851,72,2010,5.602,4.45,3.981,,13.833,37.47,5.29,7.95,-28.23,5.5,8.21,5.59,39.81,10.977,8.411,18.126,14.36,0.141,0.714,0.101,0.286,18.844,0.68,0.473,0.0,52.13,32.18,69.07,89.02,7.0,5.28,0.6,0.114,0.021,0.187,0.125,
1852,72,2011,6.726,4.77,4.82,368.148,16.251,40.88,5.92,16.88,18.34,5.96,7.48,3.92,41.003,12.011,9.964,18.458,11.931,0.139,0.72,0.1,0.28,19.833,2.07,0.484,0.0,50.63,32.15,68.58,87.06,7.21,5.32,0.59,0.111,0.025,0.207,0.172,
1853,72,2012,8.75,7.88,5.52,,19.725,40.02,6.03,14.5,1.79,5.6,4.28,3.83,41.475,11.656,11.506,18.754,12.372,0.467,0.56,0.262,0.44,19.899,3.19,0.48,0.0,51.12,31.27,67.53,87.38,7.14,5.41,0.59,0.108,0.023,0.194,0.154,
1854,72,2013,7.723,5.25,4.34,,16.578,41.26,6.16,7.19,50.04,6.33,6.26,3.41,42.33,12.504,9.416,19.942,13.784,0.461,0.563,0.26,0.437,19.512,-0.48,0.461,0.148,52.06,31.71,70.16,90.51,7.01,5.2,0.58,0.111,0.025,0.201,0.154,
1855,72,2014,7.879,3.3,4.294,,13.09,42.57,5.85,10.71,-11.31,6.69,8.51,2.98,42.238,12.89,9.727,19.721,13.203,0.622,0.529,0.329,0.471,18.645,1.81,0.441,0.162,52.24,32.17,70.91,90.98,6.99,5.15,0.58,0.112,0.022,0.167,0.14,
1856,72,2015,10.129,4.15,5.071,,17.076,62.88,7.75,13.95,1.83,5.5,8.22,3.83,44.359,11.278,11.216,25.175,12.978,0.709,0.48,0.34,0.52,20.055,0.57,0.452,0.179,47.72,29.37,65.13,83.48,7.65,5.6,0.56,0.099,0.025,0.224,0.163,
1857,72,2016,9.428,3.54,4.72,,20.629,52.77,6.34,8.33,-48.89,6.56,7.23,3.07,45.718,14.453,11.642,23.808,14.848,0.584,0.523,0.305,0.477,18.536,-0.5,0.405,0.118,53.99,32.56,76.32,97.75,6.76,4.78,0.54,0.114,0.025,0.173,0.144,
1858,72,2017,9.429,3.65,4.662,,20.363,53.91,6.41,10.25,3.31,6.65,6.8,3.22,45.814,14.485,11.065,23.263,15.399,0.772,0.469,0.362,0.531,19.303,0.61,0.421,0.111,55.87,32.22,77.5,101.15,6.53,4.71,0.54,0.115,0.024,0.168,0.136,
1859,72,2018,9.478,3.16,4.338,,17.585,50.17,6.66,10.25,2.05,6.02,7.37,3.15,45.167,14.614,10.637,24.161,16.718,0.827,0.448,0.371,0.552,18.421,0.47,0.408,0.103,60.44,37.45,82.48,105.47,6.04,4.43,0.55,0.124,0.024,0.166,0.127,
1860,72,2019,11.087,3.4,5.205,,19.201,53.93,7.88,10.38,-57.11,6.82,9.39,3.34,44.573,15.736,12.062,25.437,15.539,0.688,0.491,0.338,0.509,19.233,0.98,0.431,0.093,60.05,41.13,80.78,99.7,6.08,4.52,0.55,0.123,0.031,0.198,0.167,
1861,72,2020,12.909,2.95,6.45,,21.389,61.38,9.29,14.77,30.93,7.49,8.15,3.68,44.35,16.369,14.47,27.504,15.845,0.598,0.508,0.304,0.492,19.767,1.26,0.446,0.092,60.63,45.39,81.85,97.09,6.02,4.46,0.56,0.125,0.036,0.221,0.186,
1862,72,2021,19.865,3.71,10.005,,26.032,90.21,14.03,27.47,328.91,13.43,5.51,2.8,49.674,24.499,19.787,31.374,21.153,0.63,0.5,0.315,0.5,25.118,1.16,0.506,0.045,57.16,46.09,83.28,94.35,6.39,4.38,0.5,0.115,0.046,0.187,0.178,
1863,72,2022,20.518,3.18,9.411,,24.365,88.3,13.35,25.91,6.58,13.28,4.7,1.89,50.083,26.077,19.701,30.525,17.314,0.855,0.429,0.367,0.569,23.923,1.07,0.478,0.041,63.85,47.01,84.66,101.5,5.72,4.31,0.5,0.116,0.064,0.247,0.271,
1864,72,2023,16.397,3.35,7.229,,19.413,67.56,10.58,16.0,52.58,9.53,7.39,2.09,42.238,18.94,15.474,26.588,15.387,0.784,0.453,0.355,0.546,19.733,1.08,0.467,0.052,65.39,43.95,75.16,96.6,5.58,4.86,0.58,0.119,0.05,0.264,0.245,
1865,73,2001,-294.793,,-16.289,-294.793,-16.289,-4730.61,-3.66,0.0,0.0,-3.95,0.0,,0.0,0.0,0.0,0.0,,0.0,0.055,0.0,0.945,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,
1866,73,2002,0.0,,-19.627,0.0,-19.627,-33.8,-12.72,0.0,0.0,-14.38,0.0,,0.0,0.0,0.0,0.0,,0.0,-0.159,0.0,1.159,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,
1867,73,2003,1454.297,,29.658,1454.297,29.658,-11.77,-7.0,0.0,0.0,-6.15,0.0,0.0,50.853,-23.77,100.745,-23.77,-39.177,0.744,0.125,0.093,0.875,14.971,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,,0.49,0.0,0.0,0.0,0.0,
1868,73,2004,21.826,,2.113,76.578,2.27,9.83,6.58,0.0,0.0,3.37,0.0,0.0,72.909,9.127,3.405,18.532,-1.593,2.744,0.079,0.218,0.921,45.252,0.0,0.621,0.0,7.0,0.0,50.67,57.67,52.13,7.2,0.27,0.038,0.266,2.91,1.064,
1869,73,2005,121.079,,9.608,,10.819,154.27,107.36,0.0,0.0,117.09,0.0,0.0,0.0,100.0,11.543,100.0,,,0.0,0.0,0.0,83.237,0.0,0.832,0.0,4.22,0.0,0.0,4.22,86.46,0.0,0.0,0.023,0.0,0.0,0.0,
1870,73,2006,54.002,,9.202,,13.445,50.77,21.95,0.0,0.0,15.99,0.0,0.0,43.753,40.655,19.133,49.12,-48.055,2.461,0.17,0.419,0.829,21.044,0.0,0.481,0.0,5.63,18.39,24.64,11.88,64.79,14.81,0.56,0.038,0.753,1.853,2.762,
1871,73,2007,13.776,,1.705,,3.025,22.73,8.41,0.0,1.18,5.52,0.0,0.0,40.385,15.338,3.478,24.067,-102.326,6.282,0.1,0.625,0.9,19.794,-3.86,0.49,0.0,5.21,23.65,26.19,7.75,70.04,13.94,0.6,0.043,1.259,8.209,5.339,
1872,73,2008,8.877,2.43,2.016,,3.454,29.24,10.29,0.0,-1.98,5.36,7.06,0.0,44.325,20.58,4.491,28.551,-8.874,1.624,0.318,0.517,0.681,19.901,-74.04,0.449,0.0,4.89,77.64,29.62,-43.13,74.59,12.32,0.56,0.045,0.352,1.712,1.337,
1873,73,2009,7.697,3.01,2.444,,3.865,19.36,8.41,20.39,-13.44,5.33,5.52,5.9,43.233,17.687,5.431,25.955,-29.893,1.512,0.317,0.479,0.682,19.456,785.18,0.45,0.0,4.41,89.48,30.97,-54.1,82.78,11.78,0.57,0.048,0.462,2.61,2.838,
1874,73,2010,8.183,6.93,2.561,,3.967,17.51,8.7,14.69,16.32,6.07,7.2,8.04,42.413,15.245,5.081,26.198,0.442,1.593,0.31,0.494,0.69,21.381,1.04,0.504,0.0,4.52,56.66,27.62,-24.52,80.75,13.21,0.58,0.044,0.254,1.666,0.983,
1875,73,2011,8.009,4.55,2.528,,3.751,16.65,8.4,28.61,23.48,6.57,5.89,7.09,43.041,16.712,4.753,25.192,5.491,1.488,0.321,0.477,0.679,22.888,1.05,0.532,0.0,4.91,49.84,24.29,-20.64,74.26,15.03,0.57,0.038,0.189,1.134,0.775,
1876,73,2012,-172.531,-161.24,-54.225,-2313.346,-76.465,-111.08,-54.03,117.69,345.31,29.89,11.26,15.71,58.299,10.384,-22.883,-6.218,10.806,1.622,0.309,0.501,0.691,138.149,3.04,2.37,0.0,1.2,11.65,8.51,-1.94,303.03,42.92,0.42,0.01,0.133,1.285,0.553,
1877,73,2013,-162.254,-275.01,-34.038,0.0,-56.568,-75.19,-34.47,56.2,-4.1,9.07,11.64,18.33,58.933,7.805,-37.203,-15.914,2.911,0.402,0.182,0.073,0.818,53.92,0.12,0.915,,25.51,83.09,15.7,-41.88,14.31,23.25,0.41,0.018,0.167,2.136,0.851,
1878,73,2014,0.344,0.18,0.084,,0.146,9.05,3.53,1.32,-30.49,2.23,12.36,12.51,49.816,4.513,0.143,20.07,-3.526,1.199,0.285,0.342,0.715,29.112,0.85,0.584,0.0,36.07,96.81,15.53,-45.21,10.12,23.5,0.5,0.021,0.18,3.998,1.243,
1879,73,2015,1.652,1.19,0.463,,0.809,11.17,3.83,1.47,60.56,1.26,8.38,8.08,47.879,2.96,0.836,20.89,-10.388,1.044,0.276,0.289,0.724,26.556,-0.09,0.555,0.0,24.77,98.87,19.79,-54.31,14.73,18.44,0.52,0.028,0.244,8.248,1.741,
1880,73,2016,4.55,2.36,1.231,,2.146,13.65,4.91,-51.22,28.37,4.35,5.51,8.09,54.113,8.292,2.258,22.059,-3.835,1.247,0.265,0.331,0.735,29.511,4.54,0.545,0.0,20.53,140.37,29.15,-90.69,17.78,12.52,0.46,0.037,0.205,2.474,1.23,
1881,73,2017,8.392,3.22,2.276,,4.0,19.82,7.39,-119.29,4.55,4.07,4.5,8.08,55.855,8.853,3.894,27.474,-15.714,1.217,0.277,0.337,0.723,32.641,1.64,0.584,0.0,17.93,124.61,26.53,-80.15,20.35,13.76,0.44,0.032,0.231,2.612,3.12,
1882,73,2018,22.238,9.19,6.648,,12.939,22.4,8.34,64.5,39.19,11.33,4.49,6.62,56.389,11.46,11.171,26.638,-17.816,1.255,0.32,0.401,0.68,33.559,11.0,0.595,0.0,17.13,116.92,27.59,-72.2,21.31,13.23,0.44,0.033,0.273,2.378,2.888,
1883,73,2019,12.217,5.58,4.038,,8.481,23.15,8.7,28.9,-120.16,5.98,6.13,6.57,57.622,12.258,6.668,27.153,-4.085,0.525,0.341,0.179,0.659,34.896,-3.84,0.606,0.0,15.52,116.03,26.35,-74.16,23.51,13.85,0.42,0.031,0.131,1.068,1.454,
1884,73,2020,12.963,5.56,4.352,,8.334,19.45,8.4,22.24,2.36,5.76,4.58,4.28,58.84,12.716,7.707,27.455,-1.187,1.393,0.331,0.461,0.669,33.223,2.19,0.565,0.0,14.83,96.65,20.18,-61.64,24.61,18.09,0.41,0.023,0.164,1.286,1.078,
1885,73,2021,6.51,2.54,2.135,,4.104,11.55,4.93,6.77,1.53,4.05,3.9,3.74,58.674,10.313,4.48,29.8,-5.449,1.595,0.326,0.521,0.674,27.958,-3.58,0.476,0.0,16.39,63.83,22.54,-24.9,22.27,16.19,0.41,0.026,0.181,1.753,1.431,
1886,73,2022,4.498,2.14,1.487,,3.055,9.41,3.7,-16.34,9.56,3.23,3.81,3.18,54.311,8.602,3.774,28.803,-9.704,1.534,0.335,0.513,0.665,21.397,-1.84,0.394,0.0,19.24,60.14,25.4,-15.5,18.97,14.37,0.46,0.032,0.271,3.147,1.559,
1887,73,2023,3.733,1.51,1.24,,2.632,9.03,3.52,-9.0,0.75,3.32,5.4,3.15,54.498,10.188,3.255,25.337,-0.654,1.548,0.33,0.51,0.67,20.754,5.31,0.381,0.0,19.81,69.12,22.44,-26.87,18.42,16.27,0.46,0.028,0.217,2.134,1.031,
1888,71,1994,2.688,1.52,1.352,2.688,1.352,4.06,2.04,-29.13,-29.73,0.9,0.0,0.0,17.846,1.455,1.344,6.368,3.116,0.57,0.5,0.285,0.497,17.949,-0.99,1.006,1.879,0.0,35.01,18.31,-16.7,0.0,19.94,0.82,0.041,0.035,2.422,0.531,
1889,71,1995,2.869,2.19,1.407,2.869,1.407,7.84,3.86,0.0,3.55,1.55,0.0,0.0,19.388,3.149,1.625,7.216,1.744,0.599,0.483,0.289,0.511,16.793,-0.54,0.866,1.044,0.0,42.22,22.77,-19.45,0.0,16.03,0.81,0.05,0.035,1.105,0.666,
1890,71,1996,4.57,2.77,2.176,4.57,2.176,8.86,4.26,-18.94,6.47,2.13,0.0,0.0,21.023,3.247,2.397,8.375,4.063,0.615,0.469,0.288,0.525,19.081,2.57,0.908,0.551,0.0,39.59,23.32,-16.27,0.0,15.65,0.79,0.05,0.044,1.354,0.52,
1891,71,1997,6.478,3.13,2.968,6.479,2.968,15.4,7.81,36.7,69.26,3.21,0.0,0.0,23.907,5.43,3.152,10.407,7.027,0.631,0.447,0.282,0.547,22.508,-0.47,0.941,0.251,0.0,39.43,23.07,-16.36,0.0,15.82,0.76,0.048,0.054,0.999,0.436,
1892,71,1998,6.987,3.53,3.103,6.987,3.103,18.46,8.88,30.86,17.27,3.38,0.0,0.0,26.993,7.094,3.739,13.591,-3.927,0.674,0.442,0.297,0.552,22.401,0.22,0.83,0.219,0.0,45.89,28.18,-17.71,0.0,12.95,0.73,0.056,0.127,1.785,1.45,
1893,71,1999,7.064,3.6,3.039,7.064,3.039,16.06,7.38,0.0,25.28,2.96,0.0,0.0,27.84,5.882,3.541,12.656,-0.301,0.718,0.42,0.302,0.568,23.896,0.01,0.858,0.186,0.0,44.06,28.68,-15.38,0.0,12.73,0.72,0.057,0.136,2.307,1.023,
